address,city,lat,long,name,province,websites,phones,id
3378 White Mountain Hwy,N Conway,44.06841641,-71.14390969,Moat Mountain Smoke House & Brewing Co.,NH,moatmountain.com,6033566381,3294
3210 Broad St,Chattanooga,35.00750481,-85.32782946,Moccasin Bend Brewing Company,TN,http://bendbrewingbeer.com,"4234853218, 4238216392",3295
3501 Delgany St,Denver,39.77128915,-104.9798067,Mockery Brewing,CO,http://mockerybrewing.com,3039532058,3296
3725 Greenwood St,San Diego,32.754098,-117.206427,Modern Times Beers,CA,,,3297
505 N 3rd St,Minneapolis,44.9850617,-93.2763092,Modist Brewing Co,MN,,6124540258,3298
115 Joe Nuxhall Way,Cincinnati,39.096362,-84.508702,Moerlein Lager House,OH,http://www.moerleinlagerhouse.com,5134212337,3299
1621 Moore St,Cincinnati,39.11376685,-84.51497105,Moerlein Tap Room,OH,,,3300
175 N Main St,Lakeport,39.042857,-122.91543300000001,Molly Brennan's,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJUi0LWeKbh7FN9CMSlG4rAUhRbLJLXigqEC-fpBTVAVmZUMlS-p0-Dyl6ntFBo5iexEeZTF-TIXbBuLfAgNjsRFiaVcw6V4JG4PVBJ7XlVQ7xIwzFu0ymA7U4upE67H5VaBuOzhNxKJJZMI9PybNY-phZZcdjdkudAI2feHUM5iSEML4PEijKRBymoNXnrd8FVtZMCDClr3i5h4i2wwYLFZhmV5V95cXFOQWrLWXoOPrkISZz0Hz6zNhJe3_GX5onB-CHri7Pg8-yfz8HFdZa9e6TuXaiXTMjlKkcE1nBzTxLwR2lMBWJo5HL7MOd0NC3JUQVAcjRws21f1_f-T44oWwcFMQGPXZ9syPN5e0uYdg&placement=listing_profile&cs_user=unknown&cs_session=560c28c26810e68e52d86123b8362394ca9c8416,"7072621600, 7072633932, 7072637777",3301
10 E South St,Carlisle,40.198177,-77.18909000000001,Molly Pitcher Brewing Company,PA,mollypitcher.com,7176090969,3302
5809 W 44th Ave,Denver,39.776725,-105.05974099999999,Molly's Spirits,CO,http://www.mollysspirits.com,3039555174,3303
22 Erik St,Merrimack,42.816868,-71.544611,Molson Coors Brewing Co,NH,,6035958878,3304
300 12th St,Golden,39.75604532,-105.21747820000002,"Molson Coors Brewing Company, Coors Brewing Company",CO,http://millercoors.com,"3032775092, 3039272337, (303) 277-2337, 3032773500, 3032772337",3305
9786 S E Bonita Beach Rd 1,Bonitasprings,26.331459999999996,-81.789762,Momentum Brewhouse,FL,,2399083572,3306
1408 S Thompson St,Springdale,36.172574,-94.139134,Mom's Place Tavern,AR,,4797568910,3307
542 S Rose St,Anaheim,33.832097,-117.90182,Monarch Beverage Inc,CA,,7145200100,3308
805 16TH Saint (at F St),San Diego,32.71380671,-117.1493196,Monkey Paw Pub & Brewery,CA,http://monkeypawbrewing.com,6193589901,3309
20311 S Western Ave (del Amo),Torrance,33.84628886,-118.31020120000001,Monkish Brewing Co,CA,http://www.monkishbrewing.com,3102952157,3310
1781 N Market St,Frederick,39.440315000000005,-77.39919,Monocacy Brewing Company,MD,,2404574232,3311
62 S Erie Ave,Montauk,41.03671015,-71.94402705,Montauk Brewing Co,NY,http://www.montaukbrewingco.com,6316688471,3312
201 Montelle Dr,Augusta,38.585628,-90.855631,Montelle Winery,MO,https://montelle.com,6362284464,3313
1010 Industrial Way,Kingcity,36.227294,-121.112027,Monterey Wine Co,CA,,8313861100,3314
2981 Us Route 20,Senecafalls,42.950716,-76.768215,Montezuma Winery,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJPvUjGdGgPHw72-ia6bKNnVvhRyfdTYxr8VEo95tIHfHDhY-w_yFGpI19eR_R97DC8K9QtdmtJL-6RwsuX_V5TI_bt6npJA5Ms0VnPhL2Va6gP0dsgjpaLDqnBKrfJTUInD2UiKwRW5F6SnALQw-P7CV5xsdT9ry6tLKeQAJWYahLHhcjgYVJPhEXgSY-HWQgJp0DQb6T6i7SRnN60qJWQCNhn-bCIijhgm49RwR619z0z-ha8x1VuIdPSF2JtCQ4E4IBLS42l_06J9QViXgYeFHOhL-jNSWPlCmOLNMbs1t-OypxotloEb2y-l7SuqFKjjgVP6B3P-onHLXv9cagbeOSuQGDCHC6UQdg4PY7PfM&placement=listing_profile&cs_user=unknown&cs_session=da9c00ef22e6986f86eb36e5f624b8eb907f80f4,3155688190,3315
130 Montgomery Ln,Rural Valley,40.7332,-79.3452,Montgomery Underground Winery,PA,,7243544340,3316
3663 S W Dilley Rd,Forestgrove,45.493519,-123.129498,Montinore Estate,OR,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4oJgbTe_8TtZJoMTcPgewMqLXrhrsJcTjhlGYqkIxmda1pbjNzppNWLTRFP2Ym4zXQ6fHFrPkkEzyW897T7yvdtVI8Steme2c4RXE0tumX_9niGU0C5h1dhwI8PbqUMKJiCiwyptGIawPXbQHrZ1Rshs_ORn8LfT5YowsHGAJZscLy5MZkhDnixvoveYWTfK6hygaqsRfX8UJ4Ao3UK62gsxrKBCDEZA6ThKHI1X7cFMZZ5Qe5k4LvbAPkL3BkzIoRJV8Zrr29ktNysRGFdwQxabk9m6d_0HwTiXUxCuPNL7T9eZ2u9V1wjBpj4EFKX6MVpF-BLWErrYl9DFq9fQzJgn5uk53VkQN&placement=listing_profile.c&cs_user=unknown&cs_session=17223fe4095ff5b4c887c6a2b28413ce16b3582c,5033595012,3317
79 S Wilson Ave,Elizabethtown,40.147285,-76.61164000000001,Moo-duck Brewery,PA,,,3318
501 E Buena Vista St,Chester,37.900991,-89.824913,Moof's Bar & Grill,IL,,"6188263155, 618-826-3155",3319
114 E State St,Ithaca,42.43948415,-76.49844646,Moonshadow Tavern,NY,http://moonshadowtavern.com,6073190342,3320
101 Iyannough Rd,Hyannis,41.658643,-70.272806,Moonshine Liquors,MA,http://www.moonshineliquorscapecod.com,"5084184033, 5087750660",3321
11990 Bottle Rock Rd,Kelseyville,38.877796000000004,-122.77832,Moore Family Winery,CA,http://www.moorefamilywinery.com,7072799279,3322
110 Wisconsin Dells Pkwy S,Wisconsin Dells,43.61667,-89.785866,Moosejaw Pizza Dells Brewing,WI,http://moosejawbrewpub.com,"6082511122, 16082541122, 6082549490, 6082541122",3323
2021 Spar Ave,Anchorage,61.222953000000004,-149.842764,Moose's Tooth Brewing Co.,AK,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJSyRJCUuG9Gi6ji5ONuC5KhUVtctMG55eK8SV-8EyVyxg5eQ7pgXeEErtLZqOKMO6hnDLES_cfu3QGdb9qbjMVHC-lcIh0rMdwX1aUEhAfR1zKeftqNbuklqpGrLF77lPVXk5FIyq403i6fBNAtCzBs1-6ajq0S2W6yDD0jWkAxDnK2x2-Nt6bd1h94CI_nAE7poQV8F5mwwxBr8yLp3VatvxP2OLUiepUsAN4Roa3fBBZ2CTS9wWF7Ec6scs0F7lW0sG-_D8YcM8xObnznpBgjnc26B1FYw72C5m4niiyOLOZkp22t5Y6aRtMwnM-7l1tVFGAunVsv3nMZLLbjD8CzjymRRK9IR-&placement=listing_profile&cs_user=unknown&cs_session=c0ec467d7d1133d83d606a5b47fcd00b3cd75313,9072784999,3324
501 N Bromley Ave,Scranton,41.418459999999996,-75.678,Moran's Pub,PA,,5703471755,3325
4521 Bardstown Rd,Louisville,38.182107,-85.628212,More Shenanigans,KY,,5024933585,3326
721 N 2nd Saint (at Morgan St),St Louis,38.63077020000001,-90.18464689,Morgan Street Brewery,MO,,3142319970,3327
114 Equity Doctor F,Greensburg,40.312191,-79.499549,Morganics Usa Llc,PA,,7242193665,3328
103 Brown St,Runnells,41.510273,-93.35763,Morgans U of R Bar Grill,IA,,5159662470,3329
132 Tower Ln,Morgantown,39.636409,-79.961766,Morgantown Brewing Co,WV,http://www.dippel.com,3042926958,3330
315 Green Ridge St,Scranton,41.43159108,-75.65595638,Morganz Pub & Eatery,PA,morganzpubandeatery.com,"(570) 344-8300, 5703448300",3331
802 E Michigan Ave,Lansing,42.733513,-84.54085,Moriarty's Pub,MI,http://www.moriartyslansing.com,5174855287,3332
111 Liberty St,Columbus,39.95,-83.0,Morpc,OH,http://www.morpc.org,6142282663,3333
5147 Easley St,Millington,35.341858,-89.89136500000001,Morrie's Tavern,TN,,9018727949,3334
29 Maid Marion Ln,Brewer,44.772822999999995,-68.769775,Mosquito Squad of Bangor Auburn,ME,http://bangor-auburn.mosquitosquad.com,"2079222793, 2079891848",3335
2055 Thibodo Rd,Vista,33.16767,-117.22025,Mother Earth Brew Co.,CA,http://motherearthbrewco.com,7605994225,3336
311 N Herritage St,Kinston,35.26256,-77.58282,Mother Earth Brewing,NC,http://www.motherearthbrewing.com,2522082437,3337
207 W Phoenix Ave,Flagstaff,35.197004,-111.65205300000001,Mother Road Brewing Co,AZ,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttBd4z9Qt7dpbZ3AMeG1IwjQYnrjqFYu_D-unk_EirLZAW0nbaizF0ZVZe8Uz-sNyIPwT2XF0HCi3KgU3FPlR_8xADi-nuDNMQKtKwWURuNNiQq-F46Epf1B_MxBW2f4mYmLu7aVv7mYv_B_juApeNH0QG7Bv1Ywyl1zzPYNC2WkszQfmYj3dRXnIA1jGA1Il6ujSvbPiTSpqRWzxM6dZbRP83eoDyDoP-kMGPzXxIhpbxmhEZ5WNvUimxLCHt5ET-RD3ACWvZ_DWM6TX8HpXImYm1LeJejlKlnLFDSYqgycsdFPShWZBxaoIiTTGyQDtKf_QhauyqXbFoha7e5g3J676seS3qSOd0orBsr23Lvu9LadP-fK_j8Q&placement=listing_profile.b&cs_user=unknown&cs_session=51ddca94694c3d8735c59bfb23d0d7ad6d283fb9,9287749139,3338
7 S Mikes Pike,Flagstaff,35.19695,-111.65258999999999,Mother Road Brewing Company,AZ,motherroadbeer.com,9287749139,3339
215 S Grant Ave,Springfield,37.20754199,-93.29898171,Mother's Brewing Company,MO,http://www.mothersbrewing.com,4178620423,3340
470 W Canfield St,Detroit,42.351456,-83.065216,Motor City Brewing Works Inc,MI,http://www.motorcitybeer.com,3138322700,3341
2337 S Michigan Ave,Chicago,41.849945,-87.623276,Motor Row Brewing,IL,http://www.motorrowbrewing.com,,3342
210 Monroe St,Mount Angel,45.068954,-122.799449,Mount Angel Brewing Co Llc,OR,,5038459624,3343
441 S Highland St,Mt. Dora,28.79379169,-81.63641101,Mount Dora Brewing,FL,,,3344
21167 Calistoga St,Middletown,38.75203339,-122.61552209999999,Mount St. Helena Brewing Company,CA,,7079872106,3345
29 Elm Ave,Mount Vernon,40.9125,-73.832587,Mount Vernon Brewery,NY,,,3346
1362 Fortunes Cove Ln,Lovingston,37.780164,-78.89298199999999,Mountain Cove Vineyards,VA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJT460epzwDMtkguUYlEqXLLuYLV3lpa2YpwtUEKycMN6lGoD-lxNq_GxR0wifAgyNEYqu8_p0KXASZm9q2n0pqTnOXwxCueRE-_45bNo1om08skrC3dH2RXvfJn6KN9GcY907DVhYk0qkSLZledcvZRVeImhz3FjnJfAZmNUE10apqq0ZsKMiFkEOZ71XxkDoO4SFUHwxIBdcRAkhiKWHYFdSNYYMuLaMpI8xY0CCz9128fUc8QseQbifwKJF-E7KLlcpUW2i3c5zuI7l2bFxHIKaJzW4PevrmpzaXFE-LEn1Fr0PxQzfDdxxJlPJg0heK0tK1CvYTa2z00JcU1HVjZ_kkN_ddTO2vbrF_Yr9eoufBhxHp4v6rQ&placement=listing_profile&cs_user=unknown&cs_session=0c2133d29251897e493b557a6bc3b00017687fca,4342635392,3347
16315 E Temple Rd,Spokane,47.765825,-117.179993,Mountain Dome Winery,WA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1Dttgg30k42YKqqgWf5z-pJWMDAmOZpLupoOCEx7Rp0u0ml6802_y-aPKxcazaGA0RxAKy45rTCq8dUne_k32eFztoe59YEc1nq68YMH6As5K6Bt6mLWMi3ObzQCv2pwW8OQdUKnhQbv9bztuPwkQWMcOSvrn7-J_zJucRrtFkiUOzo4O7BE8Ke17ubLTxGXD5YLNoecBz3c6oMdM1j3tEMHKkgul1wUgaJK2q-Y6Nq3LQSdue5CTd-yNNmJd81pYrVfywkHGVNOyf3F5AXTd-u8SW3caCTtz4-LlLR7RDuL0fMMc92ECVebBR7vWLoLCikDSq-ET5beqeLjsKqDbA0BbxU8xq2erpjEWWLr3AD6WTs&placement=listing_profile.b&cs_user=unknown&cs_session=d1e19c3f4e6b0106a241a2caeb989b1c97b3c2e5,5099282788,3348
8530 122ND N E Ave 2b,Kirkland,47.680224,-122.17811599999999,Mountain Home Brew & Wine,WA,,,3349
130 Coby Dr,Magee,31.855008,-89.726774,Mountain Pure,MS,,6018499910,3350
54 Clay St,Morgantown,39.627393,-79.96130699999999,Mountain State Brewing Co,WV,http://mountainstatebrewing.com,3042411976,3351
900 Washington Ave,Golden,39.758164,-105.224147,Mountain Toad Brewing,CO,http://mountaintoadbrewing.com,7206383244,3352
45087 Us Highway 231,Oneonta,33.9399,-86.4568,Mountain Top Beverage,AL,,2052749497,3353
664 Fairmont Pike,Wheeling,40.026592,-80.69377,Mountaineer Bar and Grill Inc,WV,,"3042380061, 13042380061",3354
9212 Steubenville Pike,Bulger,40.425509999999996,-80.31728000000001,Mousetrap Fehl Brothers Inc,PA,,7247965955,3355
15 Rowland Way,Novato,38.09434,-122.55657,Moylan's Brewery & Restaurant,CA,moylans.com,"4158984677, 4158970100",3356
12349 Old Number Six Hwy,Eutawville,33.40037,-80.32881,"Mr Dan's Subs Crossed Oras Tavern, Mr Dan's Subs & Crossed Oras Tavern",SC,,8034923158,3357
2012 S Main St,Akron,41.032173,-81.526955,Mr Spock's Lounge,OH," ohio, http://www.theofficebistro.com",3307241626,3358
2131 Foothill Blvd,Calistoga,38.57636653,-122.5938065,Mr Wobbly Brewery,CA,,7073960822,3359
5914 Warner Ave,Huntington Beach,33.715226,-118.0255,Mr. Kegs,CA,http://mrkegs.com,7148617270,3360
350 Kiely Blvd 5,Sanjose,37.321766,-121.975003,Mr. Tint,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4w7vwbPTZ1FdfY4c-ecY4HRgarR3gLKZU6FDksinZizXF5XoeycU3OEBLSGmEa3k424khl6nr11nAd6O0BhNXQmHreD1-U2iycizc1xoQv7NPmTijgE-cFZjyR00x1gq56aWRa4v_npliT271FNYtObjT-lt5ZwDKt_VX0I3dSolXO7jmxrDfi4q0IW65PZ92O07EPzUwtiX-ybw-lpE5eDjXljt1Y8BRxluSXKVmU54Wl6TkVJNdmbZwHLcVPx2AOyFyzr17nRrk5nrueibKGnYb07STMIIrWRCCZDZriz648ectRBJJbyMeh2KAWmFEcGzUgmjRt3elL_YoajNNmC2yml3upvoBhJjbIVox0ma_zLPDLCZ6NWddNndKj-NCLLA37MEfo0PNyBZJBGyzJJ_p50_QYgmvpXHqtM3cffh-grIksEq5WA&placement=listing_profile.c&cs_user=unknown&cs_session=96210cbfded7a29fd5c3a43ead79821a364322b3,4082478468,3361
1455 2nd St,W Babylon,40.71816648,-73.36239316,Mr.beers Kingdom,NY,,,3362
4298 Mt Baker Hwy,Everson,48.840042,-122.256192,Mt Baker Vineyards,WA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJOO0ZuncVtm1s2X_8nWYAIRJeO2NDgRXHni6Mfghc0LcuJl79HXe4h5mL8Wj6AOOSbrDmX8rkOd5yz4P9Jzy19wpOb6l0J59MuUt71UPlALBpSq6gMjLRc8o69Lh1UbmkwFrED0pC0ES3tneAWno9VAfNN332v0CaTbvX-8yQmjA2iAplHYM7xcHEABbUxpBd1w4BVuvUUeupwBhpQiu9rJF43UZ0igxDuqKPEPl1D3D0b6yUWM983AcaWx_x0Ope-O-SZm0QrH4f0HVhPHO4E1rZbkwh79uAdVbtU8L4HKjIg8MBrNSL6CDnteCDYBIUfb0N-0-tao3lYUWWGQu3cwxpJiKldvsTuCAIa6Gk5mQ&placement=listing_profile&cs_user=unknown&cs_session=d6c5c9b93141a628836119214f4521e5e9ab59cd,3605922300,3363
6001 S E 72nd Ave,Portland,45.479365,-122.58952099999999,Mt Scott Pub,OR,,5037717223,3364
2060 Eloise Ave,S Lake Tahoe,38.915564,-120.00366000000001,Mt Tallac Brewing LLC,CA,,5305417405,3365
360 College Ave,Weed,41.41610282,-122.3870919,Mt. Shasta Brewing Co.,CA,,5309382394,3366
202 S E Harrison Saint B,Leesburg,39.112581,-77.562466,Mud Hound Brewing Co,VA,,7077772739,3367
39005 County Rd 48,Southold,41.061057,-72.449232,Mudd's Vineyard Ltd,NY,,6317651248,3368
8195 S E 7th Ave,Portland,45.46421446,-122.65926429999999,Muddy Rudder Public House,OR,http://muddyrudderpdx.com,5032334410,3369
34 N Cherry Ln,York,39.96294107,-76.72939375,Mudhook Brewing Co.,PA,mudhookbrewing.com,7177473605,3370
1625 Mesquite Ave,Lake Havasu City,34.476313,-114.34468100000001,Mudshark Brewing Co,AZ,,9286807342,3371
210 Swanson Ave,Lake Havasu City,34.468568,-114.341724,Mudshark Brewing Company,AZ,http://www.mudsharkbrewingco.com,9284532981,3372
952 Kenmore Blvd,Akron,41.043548,-81.557795,Mug Zs Pub,OH,,2346785073,3373
1060 Old Marion Rd,Cedar Rapids,42.02198088,-91.649462,Mulligans,IA,,3192945778,3374
416 Boyd St,Los Angeles,34.04627339,-118.2421521,Mumford Brewing,CA,http://www.mumfordbrewing.com,2133469970,3375
8445 Silverado Trl,Napa,38.477961,-122.390631,Mumm Napa,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJdtBPmjhoOaFCT_bX1liebMLFngYcNUlKSEaIM37BbjYAwwBoxZePmtI5GxWH79B7_Ao0NJpf_9QArzMCK1eJsmqJaieZKtcI4v-b08OBBEujekIXOnvR7VCg45kXoQDS_nUpwDAYQuyRCgVHrsoLhKpLj7hH2CjUkewT-ZbqqZ87DDYby8ghgVjRyFWbo9qu4h4Jt9ei_cF9buG5MxDlDP0ufPlwkIdRM9LPJC_vrH-KS5LInyqM0uppLt4vA_f6E6Cagn1BjCua_M6SZcN9H-RXcH-1cfu4sQbxjt7nvz1ekKM7ndN48PU1XLmaQgZyRq0DfuwgDaNqeq0f6rKWC0z9WwY0q5bk-qU589JMdUSsbIya2cjOEIknpuJtlk3jzui8AZxssIA&placement=listing_profile&cs_user=unknown&cs_session=35fb75d4353c613083163a805c87e821ce2bb907,"7079677770, 7079677700",3376
112 Depot St,Wauseon,41.54807,-84.14216,Murphy's Place,OH,,4193371160,3377
8848 80th Ave,Pentwater,43.806514,-86.358347,Murphy's Tavern,MI,,2318695294,3378
38750 Sky Canyon Dr,Murrieta,33.556395,-117.137374,Murrieta Homebrew Emporium,CA,,,3379
3005 Mines Rd,Livermore,37.660221,-121.732427,Murrieta's Well,CA,http://www.murrietaswell.com/,"9254562390, 9254562395",3380
13114 Downey Ave,Paramount,33.914799,-118.152,Music Box Cocktail,CA,,5626308002,3381
201 5th Ave S,Nashville,36.15759,-86.77651,Music City Brew Tours,TN,,6154851816,3382
 Po Box 5350,Auburn,38.9013,-121.0834,Mussetter Distributing Inc,CA,,5308854913,3383
14140 Parke Long Ct A C,Chantilly,38.892005,-77.435375,Mustang Sally Brewing Company,VA,,7038886447,3384
408 Wheat Rd,Vineland,39.512257,-74.97178000000001,Mvp Sports Bar,NJ,http://mvpsportsvineland.com,8566979825,3385
6201 Leesburg Pike,Falls Church,38.865693,-77.15125400000001,My Local-home-brew-shop,VA,,,3386
8642 Mentor Ave,Mentor,41.670338,-81.33114,My Personal Winery,OH,,4402554740,3387
230 S Nash St,Hillsboro,45.52827,-122.91331000000001,Mystery Brewery Public House,OR,,9192451325,3388
437 Dimmocks Mill Rd,Hillsborough,36.070827,-79.11290600000001,Mystery Brewing Company,NC,http://www.mysterybrewing.com,9196978379,3389
28 Park Ave E,Brewer,44.779682,-68.769966,N Campbell & Sons Electrical,ME,,2079892922,3390
1701 Short St,Kingman,35.205729,-114.02331699999999,Nachard Beverage Co,AZ,,9287535537,3391
720 Varick St,Utica,43.10362726,-75.24371015,Nail Creek Pub & Brewery,NY,http://www.nailcreekpub.com,3157937593,3392
218 E 52nd St,New York,40.756881,-73.969425,Nails On 52,NY,,2128884648,3393
51 Buck Rd Entrance Behind,Huntingdon Valley,40.136109999999995,-75.053825,Naked Brewing Co,PA,,2673559561,3394
4048 State Routes 5 And 20,Canandaigua,42.866837,-77.2252,Naked Dove Brewing Company,NY,,5853962537,3395
2747 Leeds Manor Rd,Markham,38.926843,-78.002427,Naked Mountain Vineyard,VA,nakedmtnwinery.com,"(540) 364-1609, 5403641609",3396
41 Washington Ave,Grandhaven,43.064997,-86.232681,Naked Tree Cellars Llc,MI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJdCLvR2EdFk05nyw8_MLdCiXTwYad7vzS2OMNtl_-TnM3hGLhTKOyJknmJXsWn4dchvGFH8k98XheH5D6jatHLp_2rN3AyV_SbfCBeIFvIBEVbN-ivVWg1MtyhwOnPfgNpuSl2gh5cpTHQSPlhpUgeGr1vnydVzB33aO2NwAZe6ig5cEVhWXsUZKwPKdoU1PdugM8XOWtzTt5u6EJcMWOp9ax7ZfeONSkDC8UGHKiIc-nl1RuBKWCdZHYeW0ZlQltWDvOOE0oQKqf9PzjKnKikUsJ7uDOn4Muurd8vvBv7pxHPmNY-Mhvz1iXja1BbVpmnHA0QyxKy4K8RGEfv21d6oB4U45I3GZTZbsqeSu-8_c&placement=listing_profile&cs_user=unknown&cs_session=9e97d5bce1590ad525c1489cc9877a2f7e4b49a9,6169357327,3397
99 State St,Brewer,44.793126,-68.758539,Nancy L Murray Optical,ME,,2079897698,3398
61 Depot St,Bryson City,35.43104024,-83.44625077,Nantahala Brewing Company,NC,http://www.nantahalabrewing.com,8284882337,3399
4110 Enterprise Ave,Naples,26.159422,-81.75829,Naples Beach Brewery,FL,http://naplesbeachbrewery.com,2393048795,3400
844 Montgomery Ave,Narberth,40.010902,-75.259288,Narberth Beverage Inc,PA,,,3401
9007 S 19th St,Tacoma,47.24375225,-122.5566158,Narrows Brewing,WA,narrowsbrewing.com,2533271400,3402
221 N Delsea Dr,Capemaycourthouse,39.12822,-74.857552,Natali Vineyards Llc,NJ,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJKK7i9g2FprGNzHDM0gnjScpdf5NU_0cki1ATnFyXMR3x2NhcMKGUIjLF4qhXfFwqIJTMIQWhDZAHtlkTqjYBYhJwN_l7CKFfJZBCSa-w9Tpxun9goo6kPpiKQ_aXi34lmv48SYVbbMlWECjx32j5MYvFOIXnAr-n4qaM3v10h2p3iGXa1j8nyT5uxMqk-GwcBiwS64ix6SK9CjWw3Lz0k9YKZXsqWQC2is2gUBvGzAnnZ3HWfGvkC2WgvyrEdvjn_uhHSK5O3ttevSyEvGHuBxzWthvvu_kK5OlyAsS1dE5E_bus7ETibomNW2E75tyyVEBc0c2PCvG5eXDRcQC2elfOKxpoWWJocHBq3SEYnn4&placement=listing_profile&cs_user=unknown&cs_session=5b863865264b8469caea7fa0000eea92433bf7cc,6094650075,3403
413 Franklin St,Natchez,31.560814,-91.40165,Natchez Brewing Company,MS,,18287135311,3404
